date,AAPL,AMD,CRM,FB,IBM,INTL,MMM,MSFT,MSI,NVDA,ORCL,QCOM,SAP,SYMC,TDC,VMW
2018-04-02,,,,,,,,,,,,,,,,
2018-04-03,0.010259219996447966,0.0020986839794419065,0.0103208567260622,0.00463351067334572,-0.0014659906041573079,0.010790501359304594,0.01744900197096877,0.013443317742143801,0.003922729384593593,0.019452626068279244,-0.0026660505745310648,0.018026340480402414,0.0036789355218298514,0.019047600305720724,0.010983404557252552,-0.005063085934222444
2018-04-04,0.01912228298814922,0.023036676715697535,0.02566748689154208,-0.006469761724983036,0.028495087352363502,0.01113946485348305,0.005685738072057411,0.029205247724002126,0.010864379932649326,0.003949409210309174,0.013811515712065958,0.003833568891010719,0.007716823245758064,0.01635514296350271,0.006821541954921351,0.01635103895522816
2018-04-05,0.006934342038190433,0.025588535136796153,-0.0036826450371932884,0.027337137766101582,-0.0005839368073051743,-0.00045904195326507136,0.0051020436790205625,0.000541486205694719,0.00584522247917274,-0.021481614623185652,0.009887953846100972,0.0009092423265033567,0.009284973766334081,0.0019156795528649795,0.0017565796111556065,-0.00016419824476965328
2018-04-06,-0.025578692655586432,-0.040918241752050055,-0.02469760096433904,-0.013430396879829387,-0.02246310123027273,-0.027095300249089682,-0.029359300419370737,-0.02327337043090061,-0.02540068443583532,-0.03220708612138101,-0.02458653777040065,-0.034883756389998966,-0.0007587426897029959,-0.00573612316322869,-0.013777536630460219,-0.025942008833838126
2018-04-09,0.00991803136071634,-0.008324654169000856,0.00938849252033469,0.004643738814953169,0.014079796865670291,0.002832257484238987,0.002638386612926924,0.005984631120944384,0.007020539565027573,0.005414252798643604,0.0015614475120482307,0.005835869343456368,0.017179171868910492,-0.0007692483755258328,-0.0027940211667741854,0.015339230269013182
2018-04-10,0.018817976423488814,0.04721928875908166,0.01962620850283936,0.04501995149805316,0.017682866625654103,0.019063250802464404,0.019594935467245556,0.02324557329938748,0.027122567014770338,0.0580288741817554,0.020489936251228302,0.02507954604031859,0.0053186498512920455,0.018090886412027496,0.01681100039808503,0.01062504163963518
2018-04-11,-0.00467531058351367,-0.01603204957424842,-0.002761688907521598,0.007755780963143666,-0.0001930547616623146,0.006235576501640638,-0.012213079309910002,-0.010981876326755291,0.0007437861403096768,-0.0073274456676380995,-0.004583131511813998,0.004381921887231188,-0.0071468039570598,0.014366697535186379,0.00425856691984583,-0.0021355411600038066
2018-04-12,0.009858483670688978,0.026476602541940286,0.018798235942668162,-0.014730712476793473,0.017443400509916218,0.003901812826103246,0.009751300891314596,0.018724158603035113,0.006503805588590206,0.03695191127726605,0.005919764397073868,0.0034539619560736146,0.008787533239967171,0.028699234437318255,0.009229207544936502,0.005432576127373467
2018-04-13,0.0033880575396723067,-0.014880914649364807,-0.019686979897928225,0.003966614844948202,-0.008603786596669494,0.006172762521847952,-0.0041585523708479455,-0.00534302190870517,-0.005907868354387613,-0.01321400691757768,0.004359214435120107,0.009601427028470333,0.0020386765252777828,-0.002898547920302419,-0.009639134910364056,-0.006631233547849558
2018-04-16,0.006238262595618549,0.016112773665144076,0.0033610748567252102,0.0018842545012360823,0.0075297851140787575,0.0013633577727645285,0.010115036342637218,0.011710317108384105,0.011421633388933206,-4.317281570598297e-05,-0.0006510979340700329,-0.017225894354172655,-0.001664665770349738,0.008357541366662335,0.020963318167841027,0.05290923019696092
2018-04-17,0.01376406590907897,0.042616481533500616,0.03299551705199333,0.023236072247213357,0.019127267617552013,0.012480127997939183,0.01097840800712846,0.0201762935417098,0.015883248127218863,0.026134984877986156,0.01324648470049583,0.010589702601969009,0.013802737705295831,0.006126128875457493,0.014666303504253131,0.03224798589302513
2018-04-18,-0.002244216466256721,-0.01520920096237699,0.008998789007560903,-0.013636920442416267,-0.07532167112137444,0.016136289510052526,-0.0025898135985908954,0.0038513869861287464,0.006958848915029847,-0.004925478664706273,0.009001328440121581,-0.0021680024425090316,-0.003929096268121879,-0.00035817438590646233,0.002168156016070011,0.04291771454171345
2018-04-19,-0.028340043802952963,-0.024131274930966784,-0.0032138962624241874,0.010459277992187044,-0.007325736857817344,0.00816054103748498,-0.0030521053020468036,-0.003421835573419685,-0.006372276935385446,-0.03101071194514604,-0.005522560028002554,-0.0481622283081482,-0.01045775036518004,-0.002149747985324524,-0.0045672748480311,-0.014177672265735075
2018-04-20,-0.04097223209500789,-0.01186942528527457,-0.009995146607865157,-0.01082693193418438,-0.01895736702512596,0.0004375510427534479,-0.0050263014523075356,-0.01154927274271611,-0.001264559577329738,-0.0014407377835249369,-0.012601455711951037,-0.021495169767453692,-0.01733570685981356,-0.005026976484001078,-0.011591392031031988,0.003392630181365597
